MOFname,CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_P0.15bar_T298K [kcal/mol],excess_CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_error_P0.10bar_T363K [mmol/g],heat_adsorption_CO2_P0.10bar_T363K [kcal/mol],heat_adsorption_error_CO2_P0.10bar_T363K [kcal/mol],excess_CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_P0.70bar_T413K [mmol/g],CO2_uptake_error_P0.70bar_T413K [mmol/g],heat_adsorption_CO2_P0.70bar_T413K [kcal/mol],heat_adsorption_error_CO2_P0.70bar_T413K [kcal/mol],excess_CO2_uptake_P0.70bar_T413K [mmol/g],working_capacity_vacuum_swing [mmol/g],working_capacity_temperature_swing [mmol/g],CO2_binary_uptake_P0.15bar_T298K [mmol/g],CO2_binary_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_binary_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_binary_P0.15bar_T298K [kcal/mol],excess_CO2_binary_uptake_P0.15bar_T298K [mmol/g],N2_binary_uptake_P0.85bar_T298K [mmol/g],N2_binary_uptake_error_P0.85bar_T298K [mmol/g],heat_adsorption_N2_binary_P0.85bar_T298K [kcal/mol],heat_adsorption_error_N2_binary_P0.85bar_T298K [kcal/mol],excess_N2_binary_uptake_P0.85bar_T298K [mmol/g],CO2/N2_selectivity,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],largest_free_sphere_diameter(PLD)[A],largest_included_sphere_along_free_sphere_path_diameter(LCD)[A],largest_included_sphere_diameter(GLD)[A],functional_groups,metal_linker,organic_linker1,organic_linker2,topology
str_m2_o9_o14_pcu_sym.127,2.460188,0.000966,8.195367,0.029935,2.460088,0.365355,0.068759,7.692165,2.623795,0.3653,0.565808,0.134433,7.240945,3.050825,0.565471,2.094833,1.89438,1.779926,0.28945,7.596434,2.278052,1.779826,0.209962,0.034144,4.762715,1.356417,0.209581,42.95201862,1130.727676,867.78236,570.6,0.10852,0.0852,5.28376,3.8042,5.28376,SO3H,2,9,14,pcu
str_m5_o16_o24_sra_sym.39,2.723281,0.063621,9.262354,0.677952,2.723281,0.628667,0.172129,8.894738,4.475739,0.628667,0.803333,0.216005,8.115009,3.922669,0.803333,2.094614,1.919948,2.29886,0.000729,7.855381,0.005784,2.29886,0.103355,0.000172,5.094698,0.03963,0.103355,112.6946672,1830.512364,1234.61186,0,0.10085,0.09,4.07676,2.73456,3.8546,OPr,9,16,24,sra
str_m2_o14_o14_pcu_sym.34,2.356376,0.637472,6.562596,3.230356,2.356376,0.261799,0.036647,6.649753,1.65972,0.261799,0.64861,0.126029,6.658224,2.268529,0.64861,2.094577,1.707766,2.735121,0.003509,7.359197,0.026171,2.735121,0.270176,0.003785,4.586166,1.156114,0.270176,51.29229243,2248.165852,1467.16824,0,0.17828,0.1645,5.47642,2.80961,5.38179,OH,2,14,14,pcu
str_m5_o16_o26_sra_sym.15,2.545011,0.033892,6.649029,0.244586,2.543543,0.450577,0.103317,7.060645,2.907195,0.449773,0.787366,0.270048,6.492714,3.890721,0.782421,2.094434,1.757645,2.350405,0.047133,6.761892,0.41847,2.348936,0.32133,0.001009,3.650212,0.058567,0.314613,37.06071225,3260.049521,1416.82976,2814.48,0.34466,0.4776,7.84571,6.8929,7.82345,OMe-Me,9,16,26,sra
str_m5_o16_o19_sra_sym.96,2.745705,0.013782,8.2651,0.126918,2.745705,0.651356,0.17992,8.314118,4.194596,0.651356,0.9638,0.304495,8.254326,4.697021,0.9638,2.094349,1.781905,2.227742,0.039998,7.942043,0.42435,2.227742,0.143199,0.007789,4.957275,0.688473,0.143199,78.82196198,2055.232656,1404.68848,0,0.10503,0.0925,4.27402,3.03691,4.06267,OEt-SO3H,9,16,19,sra
str_m5_o11_o18_sra_sym.125,2.590017,0.015811,8.972986,0.182131,2.590017,0.495752,0.105179,7.468659,2.86303,0.495752,0.656962,0.20081,7.232802,3.919897,0.656962,2.094265,1.933055,2.215641,0.004509,6.268587,0.031394,2.215641,0.174116,0.000374,4.503547,0.071668,0.174116,64.47376691,2252.011029,1532.766446,0,0.11463,0.1014,4.38695,2.86074,4.06349,SO3H-F,9,11,18,sra
str_m3_o5_o29_pcu_sym.51,2.401766,0.917943,6.369744,4.416304,2.401198,0.307513,0.032458,6.3177,1.181395,0.307202,0.685089,0.137248,6.228525,2.166761,0.683175,2.094253,1.716677,2.227997,0.846839,6.440238,4.445569,2.227428,0.361834,0.137529,3.768314,2.414427,0.359485,31.19805804,2005.15676,1015.52092,1951.79,0.25458,0.3027,5.80061,4.68311,5.12883,NHMe,3,5,29,pcu
str_m2_o14_o14_pcu_sym.74,2.423812,0.787307,6.981767,4.150948,2.423557,0.329579,0.048333,6.458298,1.682653,0.329439,0.730157,0.183273,6.562387,2.882371,0.729298,2.094233,1.693655,2.44125,0.715605,6.730838,3.598855,2.440994,0.302648,0.088716,4.527388,2.307057,0.301886,40.86926066,2238.074633,1515.095546,1117.6,0.18719,0.1665,5.31032,4.21287,5.23395,F,2,14,14,pcu
str_m3_o40_o40_fof_sym.78,2.360193,0.900571,6.003458,4.129523,2.358622,0.265967,0.017462,5.770972,0.663081,0.265107,0.753397,0.196902,6.010836,2.712896,0.748107,2.094226,1.606796,2.666414,0.679176,6.128725,2.820481,2.664843,0.409115,0.104208,3.217433,1.33738,0.401867,33.02208654,3812.49789,1887.4668,2595.42,0.38982,0.4742,9.82237,4.51337,9.12574,H,3,40,40,fof
str_m3_o12_o18_pcu_sym.14,2.294738,0.883159,7.07996,4.993806,2.294505,0.200547,0.016856,6.026047,0.891697,0.20042,0.534756,0.116552,6.506811,2.478619,0.533973,2.094191,1.759982,1.816158,0.693268,6.421752,4.450552,1.815925,0.264296,0.100888,4.157531,2.721943,0.263416,34.81652087,1468.379582,845.47452,1320.75,0.17335,0.1813,5.45536,3.91478,5.07178,OEt-Me,3,12,18,pcu
str_m7_o9_o11_bcu_sym.67,2.423852,0.048425,6.902325,0.423475,2.423852,0.329791,0.094219,6.888299,3.523723,0.329791,0.608975,0.228406,6.767536,4.460901,0.608975,2.094061,1.814877,2.105459,0.030159,6.268172,0.24116,2.105459,0.276447,0.005315,4.462994,0.369437,0.276447,38.58844167,2638.005227,1597.14612,0,0.14678,0.146,6.59825,2.56392,6.59825,Cl-Et,12,9,11,bcu
str_m3_o40_o41_fof_sym.34,2.397147,0.098251,6.644376,0.803415,2.395716,0.303092,0.062524,6.517702,2.391435,0.302309,0.743754,0.273221,5.592689,3.506004,0.738936,2.094055,1.653393,2.16044,0.051063,5.545536,0.371271,2.159009,0.396739,0.012661,3.369115,0.206712,0.390083,27.59050492,7676.946371,4014.942906,2249.69,0.37207,0.4284,9.89522,6.33515,9.89522,H-F,3,40,41,fof
str_m3_o10_o18_pcu_sym.102,2.36946,0.776623,7.382017,4.450919,2.36946,0.275426,0.038554,7.514984,1.901951,0.275426,0.454341,0.082697,7.350809,2.377139,0.454341,2.094034,1.915119,2.117202,0.727025,6.756537,4.233547,2.117202,0.138668,0.047617,4.633167,2.775261,0.138668,77.35856001,921.154331,746.92868,0,0.13992,0.1039,4.65229,3.0624,4.28589,Br,3,10,18,pcu
str_m4_o14_o24_acs_sym.190,2.522152,0.035924,9.322855,0.402684,2.522152,0.428187,0.131781,8.521419,4.801193,0.428187,0.734559,0.281861,8.286232,5.729259,0.734559,2.093965,1.787593,2.195215,0.021489,8.598974,0.265982,2.195215,0.107862,0.003821,5.476338,0.701501,0.107862,103.1171559,3911.628178,3389.98192,0,0.07301,0.0507,4.48465,2.91565,4.45885,NO2-H,4,14,24,acs
str_m2_o4_o12_pcu_sym.183,2.294092,0.880351,7.075415,4.97584,2.293856,0.200219,0.025312,6.335047,1.419396,0.20009,0.479448,0.109937,6.315939,2.520106,0.478654,2.093873,1.814644,1.579695,0.463057,6.735187,3.601405,1.579459,0.30873,0.090498,4.391579,2.227438,0.3078,25.92487934,1127.504897,727.66412,956.01,0.14736,0.1375,5.0972,3.96269,5.0972,OEt-Ph,2,4,12,pcu
str_m5_o16_o17_sra_sym.57,2.483611,0.042042,6.934005,0.333088,2.483364,0.389897,0.0999,7.713556,3.583097,0.389762,0.566832,0.159282,7.136008,3.549242,0.566001,2.093714,1.916779,2.445292,0.015855,6.295287,0.116112,2.445045,0.182106,0.008466,3.829455,0.348429,0.181127,68.03443855,2897.094812,1888.761512,1123.59,0.18898,0.1746,6.06174,5.2957,6.06174,HCO-F,9,16,17,sra
str_m2_o18_o22_pcu_sym.13,2.27697,0.870026,6.976922,4.879189,2.276669,0.18333,0.019996,6.364199,1.230969,0.183166,0.395044,0.06943,6.340015,1.94007,0.394031,2.09364,1.881926,1.789865,0.678261,6.821204,4.720911,1.789565,0.249914,0.094703,4.028589,2.604415,0.248718,36.28708009,2054.920387,1407.8176,1230.06,0.19943,0.1753,5.61071,4.06057,5.55574,H-NO2,2,18,22,pcu
str_m3_o4_o9_pcu_sym.231,2.350293,0.004111,7.128122,0.036293,2.350116,0.256697,0.044305,7.043138,2.182209,0.256601,0.578931,0.162682,7.010834,3.478893,0.578335,2.093596,1.771362,2.325835,0.032587,7.881079,0.29804,2.325658,0.254412,0.004285,4.332466,0.165666,0.253701,46.31947654,1144.551011,848.35412,752.34,0.13034,0.1059,5.29311,3.58316,5.15067,NO2-NH2,3,4,9,pcu
str_m2_o24_o29_pcu_sym.15,2.264288,0.868139,6.856909,4.803849,2.264288,0.170819,0.013109,6.340265,0.862418,0.170819,0.629736,0.118516,6.617122,2.181752,0.629736,2.093469,1.634552,2.362642,0.752784,7.56122,4.440938,2.362642,0.266722,0.084983,4.161559,2.274542,0.266722,44.88088522,2771.457931,1584.48808,0,0.15516,0.1634,5.87353,3.3577,4.7178,OMe-OPr,2,24,29,pcu
str_m5_o10_o28_sra_sym.49,2.324547,0.073425,6.770895,0.620658,2.324323,0.231142,0.030011,7.150197,1.669431,0.231019,0.673325,0.219224,6.834271,3.915844,0.67257,2.093405,1.651222,2.015656,0.007906,6.450332,0.081671,2.015431,0.243727,0.004866,3.997865,0.152926,0.24298,41.90203411,2802.246329,1773.654126,1167.23,0.18699,0.1779,5.6027,4.32371,4.92655,F-CN,9,10,28,sra
str_m3_o14_o17_pcu_sym.92,2.31655,0.891554,6.459414,4.516155,2.31601,0.223148,0.019564,5.83961,0.897485,0.222852,0.565153,0.131164,5.918321,2.366158,0.563335,2.093402,1.751397,2.297583,0.826027,6.27802,4.08834,2.297043,0.361598,0.130002,3.800225,2.306706,0.359273,32.19345019,1579.203045,899.4174,1694.46,0.24857,0.2628,6.20322,4.44044,6.20185,HCO-SO3H,3,14,17,pcu
str_m7_o22_o24_bcu_sym.21,2.432574,0.111327,8.025378,1.09521,2.432574,0.339367,0.094556,7.818446,3.95485,0.339367,0.631666,0.229893,7.554303,4.901336,0.631666,2.093207,1.800908,1.817393,0.032952,8.44428,0.470274,1.817393,0.188813,0.006575,4.547959,0.506026,0.188813,48.76848805,5500.204244,4004.89128,0,0.11192,0.0926,5.37653,3.25722,4.74333,OMe-HCO,12,22,24,bcu
str_m2_o13_o24_pcu_sym.84,2.27403,0.856025,6.693384,4.593411,2.273648,0.180864,0.01909,6.392456,1.197176,0.180655,0.497197,0.082644,6.152546,1.772516,0.495911,2.093166,1.776833,2.012212,0.544365,6.679184,3.293437,2.01183,0.328948,0.08899,3.627142,1.642095,0.32733,30.99337119,1620.649157,988.00376,1135.96,0.17531,0.1732,6.01269,4.88776,5.99479,NHMe-Ph,2,13,24,pcu
str_m4_o24_o24_acs_sym.39,2.367587,0.025408,6.981441,0.209062,2.367391,0.274945,0.045701,6.65335,1.972035,0.274838,0.719235,0.234172,7.229082,4.172933,0.718574,2.092642,1.648352,2.107166,0.009853,7.364986,0.11223,2.10697,0.241586,0.013715,4.466604,0.631344,0.240911,44.19257628,1943.758765,1484.88884,876.14,0.16613,0.131,5.77737,4.03753,5.77412,H,4,24,24,acs
str_m3_o10_o25_pcu_sym.55,2.429279,0.850296,7.702863,4.977754,2.429279,0.33682,0.050509,7.031619,1.892554,0.33682,0.660145,0.156847,7.111423,2.989277,0.660145,2.092459,1.769134,2.150299,0.769305,6.679315,4.355539,2.150299,0.286249,0.10241,4.645567,2.900326,0.286249,38.06073826,1047.245875,681.35956,0,0.12414,0.1149,5.01363,3.11706,4.88993,Pr,3,10,25,pcu
str_m7_o9_o24_bcu_sym.144,2.3399,0.025577,6.476111,0.200587,2.3399,0.247449,0.055346,7.140497,2.871507,0.247449,0.507902,0.185441,6.87366,4.420016,0.507902,2.092451,1.831998,2.021711,0.075675,7.807111,0.906202,2.021711,0.245178,0.018711,4.348618,0.788992,0.245178,41.77917975,2573.490399,1865.84576,0,0.15135,0.1257,6.81705,2.16384,6.68517,H-Br,12,9,24,bcu
str_m7_o9_o12_bcu_sym.25,2.320703,0.698694,7.522106,4.172781,2.320703,0.22827,0.028075,6.906156,1.521318,0.22827,0.547144,0.129999,7.046256,2.958311,0.547144,2.092433,1.773559,2.193287,0,6.684921,4E-06,2.193287,0.227869,0,4.432788,1.6E-05,0.227869,48.76773117,2570.811745,1560.25832,0,0.14472,0.1436,7.169,2.60529,7.169,OEt-NH2,12,9,12,bcu
str_m7_o9_o10_bcu_sym.163,2.421937,0.023532,7.501443,0.247269,2.421937,0.329747,0.087844,7.605928,3.668052,0.329747,0.485998,0.173175,7.016463,4.41544,0.485998,2.09219,1.935939,1.732762,0.025316,6.009065,0.236827,1.732762,0.248843,0.003656,4.353506,0.23069,0.248843,35.28058843,2088.204775,1367.91136,0,0.14175,0.1303,6.69814,2.55543,6.69814,H-OH,12,9,10,bcu
str_m4_o2_o17_acs_sym.142,2.239361,0.060985,8.016872,0.669883,2.239361,0.147172,0.01237,7.382055,1.119636,0.147172,0.398096,0.093493,6.771043,2.794872,0.398096,2.092189,1.841265,2.120165,0.034527,6.971918,0.329589,2.120165,0.145238,0.005794,4.407371,0.787753,0.145238,73.96252588,7969.398071,5876.59912,0,0.13337,0.1089,5.98898,3.30697,5.9886,Ph-SO3H,4,2,17,acs
str_m5_o1_o2_sra_sym.48,2.604938,0.812656,7.143885,4.087835,2.604761,0.512942,0.127397,8.009216,3.620092,0.512845,0.842125,0.213583,7.51409,3.395193,0.84153,2.091996,1.762813,2.266799,0.010588,6.844311,0.087949,2.266622,0.234465,0.000992,4.251691,0.048227,0.23382,48.98434706,1629.019023,1149.33724,962.62,0.15444,0.1318,5.38175,4.00124,5.35676,Et-Cl,9,1,2,sra
str_m5_o13_o16_sra_sym.14,2.545517,0.085753,8.068805,0.824711,2.545517,0.453548,0.094898,7.931798,3.017346,0.453548,0.467644,0.116146,7.861348,3.497287,0.467644,2.091969,2.077873,1.943725,0.014328,7.601664,0.16584,1.943725,0.156427,0.00037,4.568657,0.016653,0.156427,62.95720475,2395.158256,1449.0008,0,0.08834,0.0879,4.85129,2.82894,4.01875,Et,9,13,16,sra
str_m5_o11_o16_sra_sym.118,2.425494,0.366665,6.837704,1.888286,2.425413,0.33359,0.063803,7.684389,2.66353,0.333545,0.537493,0.115597,7.071552,2.688706,0.537219,2.091904,1.888001,2.282157,0.033322,7.746213,0.34486,2.282076,0.208771,0.002331,4.380762,0.189949,0.208771,55.38570395,1891.879526,1211.40804,1068.65,0.16561,0.1558,4.37948,3.31658,4.27402,NO2,9,11,16,sra
str_m3_o10_o18_pcu_sym.38,2.514935,0.845002,7.608008,4.71454,2.514935,0.423262,0.075719,7.437448,2.402927,0.423262,0.732797,0.195214,7.045694,3.316625,0.732797,2.091673,1.782138,2.543783,0.861192,7.768383,4.858972,2.543783,0.204226,0.06914,4.658896,2.753551,0.204226,63.1090093,921.592582,746.92868,0,0.16489,0.1225,4.80114,3.03738,4.75253,Br,3,10,18,pcu
str_m5_o2_o19_sra_sym.51,3.118265,0.017726,7.19173,0.117645,3.118265,1.026781,0.276087,8.548464,4.209203,1.026781,1.268942,0.415503,8.263924,4.874413,1.268942,2.091484,1.849323,3.252922,0.102886,8.644059,0.841462,3.252922,0.169658,0.017514,4.596829,1.225765,0.169658,97.14526557,1826.299088,1180.56448,0,0.13448,0.1253,3.99985,2.64211,3.9876,Me,9,2,19,sra
str_m7_o1_o9_bcu_sym.15,2.356161,0.084896,6.860891,0.722684,2.35582,0.264694,0.06289,6.723304,2.852062,0.264508,0.494234,0.146798,7.102602,3.731713,0.493086,2.091467,1.861927,2.286637,0.023459,6.619904,0.22151,2.286296,0.248698,0.009505,4.16135,0.506807,0.248698,46.5851252,2582.275449,1516.15456,1207.15,0.18239,0.1871,6.15472,3.40253,6.15472,Pr-OH,12,1,9,bcu
str_m2_o1_o9_pcu_sym.28,2.344158,0.028251,7.40981,0.258342,2.344025,0.252695,0.036217,6.808501,1.744877,0.252623,0.542388,0.148506,7.112114,3.445166,0.541941,2.091463,1.80177,2.426226,0.00925,7.791861,0.104413,2.426093,0.231117,0.002465,4.907431,0.160462,0.231117,53.18898393,1116.009676,809.59572,848.54,0.13639,0.1132,4.44582,3.21498,4.44313,NO2-OH,2,1,9,pcu
str_m2_o10_o14_pcu_sym.85,2.330832,0.683239,7.914227,4.292631,2.330832,0.239531,0.026966,7.309033,1.483264,0.239531,0.406397,0.077728,7.325168,2.488111,0.406397,2.091301,1.924435,2.105656,0.455156,7.089033,2.8087,2.105656,0.149083,0.032226,4.322236,1.612565,0.149083,71.56186196,675.006879,485.3512,0,0.13466,0.1128,3.9833,2.96988,3.9833,H,2,10,14,pcu
str_m5_o18_o28_sra_sym.4,2.632669,0.038497,6.587367,0.272322,2.632245,0.541465,0.144244,8.268882,4.021269,0.541233,0.768477,0.258464,7.189851,4.284304,0.767049,2.091204,1.864192,2.107954,0.003586,5.93144,0.02468,2.10753,0.266214,0.000731,3.930124,0.038993,0.264429,40.11922839,5363.292849,2842.33648,1409.71,0.19527,0.2219,6.63341,6.12684,6.52058,NH2-OPr,9,18,28,sra
str_m4_o22_o24_acs_sym.133,2.70856,0.111316,8.540708,1.057932,2.70856,0.617364,0.220813,7.961695,5.179321,0.617364,0.784756,0.302051,8.194391,5.676223,0.784756,2.091196,1.923804,2.626995,0.113203,7.844878,0.982476,2.626995,0.22366,0.030736,4.997121,1.869719,0.22366,59.51045337,4140.713938,3242.50456,0,0.11575,0.089,5.64212,3.13574,5.61049,CN-Et,4,22,24,acs
str_m2_o10_o28_pcu_sym.1,2.428791,0.010572,6.781894,0.090867,2.428602,0.337659,0.043841,6.811211,1.581403,0.337555,0.416035,0.088266,6.423182,2.37725,0.415396,2.091132,2.012756,2.456671,0.015492,7.232238,0.146883,2.456481,0.220526,0.001747,4.002302,0.091669,0.220526,56.44292767,1469.67029,933.37316,1248.21,0.2109,0.2,5.08142,3.441,5.08142,Br,2,10,28,pcu
str_m3_o4_o22_pcu_sym.126,2.319978,0.023888,7.350692,0.212804,2.319978,0.228963,0.036582,7.367215,2.123633,0.228963,0.613476,0.175267,7.809013,3.993035,0.613476,2.091015,1.706502,1.889825,0.005525,7.715446,0.064602,1.889825,0.17079,0.001272,4.473117,0.101283,0.17079,56.06366493,1134.811703,863.42696,0,0.12219,0.0967,5.24199,3.23244,5.24199,SO3H,3,4,22,pcu
str_m4_o17_o17_acs_sym.74,2.634101,0.027333,6.406608,0.200183,2.633532,0.543115,0.144684,7.788214,3.765173,0.542803,1.149098,0.38648,8.109919,4.903203,1.147182,2.090986,1.485003,2.216028,0.001182,6.406587,0.010163,2.215459,0.334677,0.000464,3.700326,0.029784,0.332152,33.54839203,3766.16431,2265.49052,1395.65,0.23029,0.2306,8.02314,5.19682,8.02299,H-OH,4,17,17,acs
str_m2_o1_o18_pcu_sym.60,2.375872,0.732868,6.810707,3.83636,2.375872,0.285117,0.04921,6.798253,2.097677,0.285117,0.5235,0.11709,6.052767,2.34048,0.5235,2.090755,1.852372,2.043025,0.686443,7.169961,4.420178,2.043025,0.272108,0.091427,3.695072,2.085098,0.272108,38.04124343,1528.572508,953.94272,0,0.15586,0.1504,6.5455,2.91093,6.5455,NHMe-Ph,2,1,18,pcu
str_m5_o4_o17_sra_sym.219,2.265848,0.021749,7.039928,0.187727,2.265563,0.175194,0.026272,6.281761,1.667659,0.175038,0.430952,0.101209,5.975113,2.421023,0.429991,2.090654,1.834896,1.959291,0.002206,6.560225,0.016053,1.959006,0.203798,0.001426,4.086636,0.169446,0.202645,48.71036222,2305.685189,1654.68728,1081.7,0.17645,0.1481,5.58978,4.56712,5.06659,NO2-SO3H,9,4,17,sra
str_m2_o1_o21_pcu_sym.109,2.298005,0.881066,5.384643,3.674902,2.297087,0.207383,0.021155,5.978844,1.072636,0.20688,0.479019,0.082676,5.654917,1.668712,0.475927,2.090622,1.818986,1.171723,0.379292,6.460818,3.799399,1.170805,0.272507,0.088212,3.320066,1.766051,0.268365,21.78560502,1665.188568,817.87784,1850.24,0.25698,0.3151,7.2508,5.43427,6.4503,Et-NHMe,2,1,21,pcu
str_m2_o22_o22_pcu_sym.64,2.751123,0.002047,9.457127,0.020906,2.751123,0.660521,0.172628,7.960838,3.784105,0.660521,0.855356,0.234196,8.772783,4.354547,0.855356,2.090602,1.895767,2.648213,0.006557,8.143963,0.062198,2.648213,0.082579,5.3E-05,4.874502,0.062619,0.082579,162.4821387,2213.855937,1711.49088,0,0.09445,0.0736,4.62356,3.0669,4.62356,HCO,2,22,22,pcu
str_m3_o40_o41_fof_sym.29,2.487733,0.031686,5.767619,0.20472,2.486401,0.397195,0.1068,5.978704,2.827257,0.396466,0.815496,0.312654,5.923028,3.912362,0.811012,2.090538,1.672237,2.448037,0.055715,5.423846,0.326824,2.446705,0.457635,0.003705,3.572887,0.260015,0.451497,27.10323176,7660.680528,4146.57968,2266.4,0.36473,0.4058,9.23986,5.00513,9.23986,H-Cl,3,40,41,fof
str_m3_o4_o10_pcu_sym.82,2.319854,0.848716,7.415615,4.992686,2.31961,0.229411,0.029787,6.537232,1.510257,0.229277,0.503774,0.086949,6.453972,1.944537,0.502953,2.090443,1.81608,2.39141,0.516924,7.348959,2.921071,2.391166,0.215774,0.046641,3.8017,1.387528,0.21484,56.15355573,895.055613,601.10596,1161.41,0.18154,0.1628,6.02396,3.49799,5.66978,NO2-NH2,3,4,10,pcu
str_m7_o4_o9_bcu_sym.76,2.320292,0.001443,6.31918,0.021973,2.319634,0.229856,0.04255,5.858366,1.901886,0.229496,0.631325,0.203159,5.987419,3.325271,0.629108,2.090436,1.688967,2.240833,0.124146,6.807301,1.103711,2.240174,0.328939,0.006996,3.725447,0.261702,0.326015,34.51568183,2521.576799,1342.9498,1616.53,0.24801,0.2804,7.07753,3.58433,7.05984,NO2,12,4,9,bcu
str_m2_o10_o14_pcu_sym.4,2.377639,0.749793,7.808566,4.551395,2.377639,0.287223,0.040206,7.32718,1.849373,0.287223,0.402835,0.048153,7.162369,1.516115,0.402835,2.090416,1.974804,2.068666,0.759752,7.956369,5.409238,2.068666,0.131168,0.048174,4.19431,2.64588,0.131168,79.90699764,674.988134,485.3512,0,0.13467,0.1128,4.00871,2.96713,4.00871,,2,10,14,pcu
str_m2_o11_o23_pcu_sym.147,2.334709,0.013358,8.631574,0.152575,2.334709,0.244358,0.044477,7.721497,2.54825,0.244358,0.383078,0.076744,7.256399,2.578602,0.383078,2.090351,1.951631,2.193194,0.013516,8.647661,0.162924,2.193194,0.069464,0.000652,4.277667,0.126348,0.069464,159.9703866,1703.090919,1398.15608,0,0.11523,0.0845,5.20197,3.13244,5.18075,SO3H-NH2,2,11,23,pcu
str_m7_o9_o10_bcu_sym.12,2.308772,0.002515,6.463525,0.021708,2.308772,0.218476,0.02687,6.666765,1.462433,0.218476,0.453079,0.096126,6.388454,2.362514,0.453079,2.090296,1.855693,2.013158,0.001019,7.015189,0.011191,2.013158,0.277594,0.001051,3.888918,0.02584,0.277594,36.74431196,2077.796659,1306.36002,0,0.14165,0.1357,6.83402,2.60444,5.65563,Cl,12,9,10,bcu
str_m3_o10_o14_pcu_sym.98,2.467855,0.568187,9.074274,3.905751,2.467802,0.377634,0.06277,8.102533,2.453802,0.377605,0.651112,0.161713,7.802154,3.467884,0.650934,2.090221,1.816743,2.255114,0.000389,8.200343,0.007144,2.255061,0.199299,0.007065,5.137371,0.615759,0.199148,57.33049806,711.901327,581.5434,509.33,0.09855,0.0727,4.36856,3.49065,4.36856,Cl-OPr,3,10,14,pcu
str_m5_o18_o18_sra_sym.59,2.760212,0.000432,6.783614,0.006821,2.760131,0.670019,0.149861,8.656777,3.549792,0.669974,1.107138,0.420131,9.013342,6.217791,1.106865,2.090193,1.653074,2.197634,0.014374,7.64686,0.147599,2.197552,0.269134,0.004248,4.906887,0.226964,0.268874,41.37224926,2578.600354,1652.9228,669.62,0.12495,0.1174,4.85353,3.59696,4.80096,OH,9,18,18,sra
str_m4_o1_o22_acs_sym.167,2.465943,0.033903,9.289687,0.421247,2.465914,0.375794,0.088255,8.182936,3.504708,0.375779,0.639744,0.188598,7.840447,4.138866,0.639649,2.090149,1.826199,2.087337,0.001278,8.650744,0.069774,2.087309,0.134195,0.004933,4.984621,0.559126,0.13411,78.80949961,2024.380334,1713.15232,224.17,0.09828,0.0699,5.06862,3.60023,4.61101,SO3H-Et,4,1,22,acs
str_m5_o16_o18_sra_sym.71,2.657437,0.002906,8.673362,0.029592,2.657437,0.567343,0.125281,8.94737,3.632954,0.567343,0.960458,0.238544,8.407011,3.768333,0.960458,2.090094,1.696979,2.481535,1E-06,8.590075,8E-06,2.481535,0.110841,0,5.076949,9E-06,0.110841,113.4337535,2222.043328,1512.82924,0,0.08771,0.0776,4.00113,2.413,3.91949,COOH,9,16,18,sra
str_m3_o1_o17_pcu_sym.170,2.388089,0.565441,6.472951,2.78484,2.387723,0.298031,0.051439,6.301577,1.92623,0.297831,0.675859,0.149244,6.435464,2.479709,0.674626,2.090058,1.71223,2.206032,0.138791,6.689662,0.767238,2.205666,0.324452,0.020413,3.995386,0.42822,0.322918,34.44956049,1570.914333,995.3988,1255.1,0.19179,0.1823,5.63433,3.9755,5.57271,Ph-NO2,3,1,17,pcu
str_m2_o12_o15_pcu_sym.1,2.318386,0.753062,6.96266,4.138535,2.318386,0.228573,0.024931,7.091774,1.389687,0.228573,0.520752,0.10588,7.095202,2.551483,0.520752,2.089813,1.797634,2.285492,0.041668,7.536662,0.408339,2.285492,0.218084,0.002847,4.3474,0.076142,0.218084,53.09800872,1084.783408,675.58956,0,0.1334,0.129,4.28415,3.18644,4.28415,OEt,2,12,15,pcu
str_m7_o9_o10_bcu_sym.87,2.345092,0.026442,8.439086,0.291001,2.345092,0.255306,0.043253,8.123674,2.508153,0.255306,0.479472,0.157876,6.968346,4.048465,0.479472,2.089786,1.86562,2.201409,0.111644,8.663927,1.32184,2.201409,0.181588,0.02804,4.845366,2.236415,0.181588,61.4236932,2090.298913,1452.07084,0,0.10807,0.0937,6.10387,2.62505,6.10387,H-OMe,12,9,10,bcu
str_m5_o1_o16_sra_sym.97,2.34264,0.011392,7.034476,0.110766,2.34264,0.252883,0.022171,7.220149,1.139563,0.252883,0.426956,0.075039,6.689959,2.063078,0.426956,2.089757,1.915684,2.226346,0.001989,7.202966,0.017882,2.226346,0.143839,0.000775,4.248833,0.062425,0.143839,78.42207653,1941.521897,1284.58456,0,0.15008,0.1366,4.07084,3.0085,4.02616,SO3H,9,1,16,sra
